scope,static_rmse_mean_db,static_rmse_std_db,selected_rmse_mean_db,selected_rmse_std_db,relative_improvement_mean_percent,relative_improvement_std_percent
all_tracking_ticks,5.037113624019499,1.3991055438603837,3.8183449397268348,0.7085205369805277,22.735454442923036,9.786863162748174
event_active,7.722314270429221,3.104528346929958,2.9544864916023643,0.6192559578964875,58.58416155371227,13.732176760062144
frozen_forecast,5.050852902525358,1.482099565610615,4.209392182209166,1.0468420742011026,15.8235802693415,7.486766838307533
non_event,4.254955479488027,0.9699508954729567,3.9665648450034645,0.7389517623831254,6.154163242794512,4.296316920845717
probe_agent,4.254019119391405,0.8881679883300909,4.435215487866455,1.0119315813680707,-4.152312622707386,5.439610792773166
spatial_holdout,5.029225642683058,2.08422305549597,4.234583442372219,1.2426569879067815,12.68919317316523,13.313161704917848
